1.5482 -0.6881
1.5699 -0.7440
1.5926 -0.7494
1.5626 -0.7223
1.5695 -0.7371
1.5860 -0.7493
1.5910 -0.7323
1.6507 -0.7342
1.7191 -0.7077
1.7915 -0.6823
1.8349 -0.6991
1.8319 -0.7014
1.8469 -0.7455
1.8493 -0.7525
1.8676 -0.7375
1.9242 -0.7324
2.0047 -0.7148
2.1170 -0.6886
2.2293 -0.6647
2.3162 -0.6328
2.3918 -0.6248
2.4579 -0.6040
2.5494 -0.5562
2.6688 -0.5248
2.7822 -0.5166
2.8794 -0.4839
3.0017 -0.4781
3.1463 -0.4605
3.2741 -0.4592
3.3389 -0.4536
3.3847 -0.4313
3.4424 -0.3911
3.5005 -0.3589
3.5545 -0.3408
3.5896 -0.3395
3.6054 -0.3285
3.6234 -0.2777
3.6459 -0.2224
3.6684 -0.1853
3.6967 -0.2014
3.7251 -0.2036
3.7265 -0.1661
3.7318 -0.0904
3.7302 -0.0085
3.7218 0.0706
3.7043 0.1465
3.6914 0.2606
3.6998 0.4489
3.7192 0.5623
3.7337 0.6799
3.7407 0.8392
3.7267 0.9078
3.7050 0.9727
3.6910 1.0808
3.6732 1.1993
3.6634 1.2829
3.6716 1.4145
3.7243 2.3798
3.7157 2.1924
3.7159 1.9521
3.7222 1.8413
3.7390 1.8211
3.7387 1.7283
3.7586 1.8336
3.7348 1.6649
3.7519 1.8458
3.7420 1.8083
3.7364 1.7994
3.7425 1.8874
3.7442 1.9318
3.7466 2.0003
3.7538 2.0654
3.7622 2.0604
3.7810 2.1761
3.7899 2.2621
3.8039 2.3432
3.8117 2.3976
3.8261 2.5054
3.8439 2.5766
3.8589 2.6596
3.8735 2.7765
3.8915 2.8176
3.9276 2.9060
3.9607 2.9514
3.9668 3.3988
3.9719 3.4774
3.9733 3.5441
3.9583 3.5579
3.9130 3.4965
3.8720 3.4014
3.8794 3.4498
3.9212 3.6536
3.9359 3.6827
3.9539 3.8171
3.9651 4.0249
3.9491 4.0487
3.9591 4.2102
3.9650 4.2921
3.9731 4.2965
3.9766 4.3078
3.9918 4.5901
3.9811 4.5971
4.0106 4.8371
3.9361 5.6223
3.8941 5.3768
3.8857 5.3355
3.9009 5.5051
3.8621 5.1554
3.8691 5.2387
3.8949 5.4156
3.8962 5.4469
3.8922 5.3846
3.8902 5.3695
3.8965 5.4509
3.8736 5.1302
3.8734 5.1308
3.8830 5.2691
3.8675 5.2007
3.8691 5.2089
3.8674 5.2264
3.8865 5.4390
3.8861 5.3930
3.8839 5.4156
3.8988 5.5302
3.9025 5.4993
3.9074 5.5598
3.9265 5.8531
3.8974 5.5689
3.8921 5.5352
3.8781 5.3803
3.8807 5.3980
3.8904 5.4969
3.8914 5.5049
3.8689 5.5407
3.8618 5.5294
3.8503 5.5660
3.8396 5.6877
3.8589 6.0383
3.9235 5.6959
3.9497 5.6728
3.9610 5.7500
3.9600 5.8763
3.9648 5.9070
3.9656 6.0007
3.9604 6.1024
3.9446 6.0270
3.9233 6.3265
3.8960 6.3642
3.8631 6.4308
3.8353 6.5575
3.8173 6.7011
3.8098 6.8183
3.8063 6.9512
3.8043 7.0870
3.7997 7.1229
3.7766 7.2286
3.7524 7.2985
3.7361 7.4031
3.7216 7.5233
3.7085 7.6267
3.7146 7.9351
3.7223 7.9503
3.7324 8.0494
3.7335 8.1658
3.7286 8.1202
3.7331 8.4588
3.7301 8.5441
3.7269 8.6727
3.7482 8.9004
3.7789 8.9949
3.7952 8.9916
3.7936 9.1034
3.7894 9.3551
3.7844 9.5028
3.7830 9.4872
3.7820 9.7497
3.7670 9.9473
3.7684 10.0631
3.7567 10.0831
3.7418 10.2976
3.7374 10.1743
3.7465 10.5973
3.7501 10.6570
3.7573 10.8162
3.7803 10.9710
3.8061 11.0934
3.8178 11.2048
3.8173 11.2813
3.8170 11.4341
3.8160 11.5639
3.8148 11.6690
3.8276 11.7844
3.8593 11.8134
3.8926 12.0595
3.9228 12.1653
3.9336 12.2927
