-0.9122 15.3221
0.7728 18.3112
0.7040 18.4818
0.6689 18.6565
0.6387 18.8225
0.6124 18.9465
0.5815 19.0796
0.5468 19.1921
0.4784 19.2759
0.4402 19.3400
0.4499 19.4317
0.4671 19.5249
0.4863 19.6521
0.5143 19.7485
0.5452 19.8360
0.5703 19.9418
0.6058 20.0415
0.6538 20.1293
0.6971 20.1980
0.7669 20.2440
0.8588 20.3028
1.0725 20.4155
1.1853 20.4460
1.6249 20.2178
1.6590 20.0896
1.6033 20.0488
1.4616 19.8552
1.4057 19.8013
1.3508 19.7329
1.2776 19.6316
1.1934 19.5576
1.1359 19.5108
1.1190 19.4692
1.1558 19.4420
1.2009 19.4866
1.7330 19.5507
1.7252 19.5355
1.7213 19.5101
1.7124 19.4914
1.7165 19.4577
1.7106 19.4314
1.7045 19.3825
1.6992 19.3122
1.7132 19.2467
1.7330 19.1832
1.7423 19.1043
1.7351 19.0237
1.6866 18.9624
1.6095 18.9091
1.4897 18.8640
1.3802 18.7982
1.2912 18.7750
1.2848 18.7496
1.3391 18.7307
1.5333 18.7005
1.6105 18.6862
1.6661 18.6624
1.7129 18.5940
1.7246 18.5623
1.7121 18.5030
1.6208 18.4550
1.3710 18.3569
1.2774 18.2754
1.2129 18.1812
1.1798 18.1405
1.2324 18.0605
1.3232 18.0393
2.0965 18.0159
1.7307 17.9416
1.6379 17.9209
1.6228 17.8413
1.6352 17.9309
1.8587 18.0068
1.9988 18.0019
2.0910 18.0729
2.1813 18.0957
2.2809 18.0474
2.2855 18.0543
2.2658 18.0213
2.1916 17.9915
2.1307 17.8992
2.0480 17.8056
1.9004 17.6447
1.8738 17.6065
1.9399 17.6541
2.1080 17.6501
2.2401 17.7184
2.5031 17.7732
2.5647 17.8352
2.6248 17.7941
2.5802 17.8350
2.5585 17.8019
2.5094 17.7640
2.4863 17.6702
2.5241 17.5780
2.6756 17.4396
2.8322 17.3461
3.0967 17.1260
3.0695 17.1144
2.9918 16.9764
2.9919 16.6752
2.9366 16.6623
3.0849 16.5630
3.1495 16.5466
3.2341 16.3935
3.1414 16.1922
3.3607 15.8756
3.4686 15.7943
3.5342 15.5471
3.2858 15.5730
3.2335 15.6559
3.2547 15.5071
3.2761 15.4409
3.3165 15.5590
3.3743 15.5114
3.4509 15.5486
3.5464 15.6504
3.6031 15.6347
3.6075 15.6212
3.5866 15.6670
3.5441 15.6704
3.5197 15.7740
3.4477 15.6095
3.4502 15.5662
3.4756 15.4125
3.5120 15.3150
3.5647 15.2030
3.6158 15.1059
3.6354 15.0068
3.6105 14.9381
3.5537 14.8507
3.4836 14.8410
3.3944 14.7031
3.3398 14.6667
3.3139 14.6472
3.3117 14.5506
3.3626 14.4874
3.4444 14.4085
3.5181 14.2763
3.5439 14.2009
3.5071 14.1425
3.4459 14.0842
3.3831 14.0340
3.3181 13.8538
3.3140 13.7670
3.3623 13.7081
3.4366 13.6895
3.4994 13.5798
3.5590 13.5031
3.6252 13.4290
3.6250 13.3657
3.5715 13.3306
3.5043 13.2864
3.4436 13.0867
3.3936 13.0293
3.3619 12.9845
3.3904 12.9225
3.4406 12.8848
3.4544 12.8136
3.4952 12.7781
3.5275 12.7452
3.5575 12.6742
3.5971 12.7554
3.6072 12.7536
3.6146 12.6336
3.6354 12.6081
3.6495 12.6190
3.6635 12.6154
3.7062 12.6133
3.7612 12.5954
3.7998 12.5409
3.8392 12.3976
3.9074 12.6347
3.9204 12.6127
3.9110 12.5541
3.8943 12.4701
3.8815 12.4040
3.8776 12.3316
3.8864 12.2955
3.8570 12.2272
3.8338 12.1963
3.8180 12.1042
3.7971 12.0369
3.7646 12.0644
3.7247 12.1057
3.6682 11.9897
3.5975 12.0904
3.5600 11.9632
3.5669 11.8141
3.5992 11.6516
3.6223 11.5084
3.6454 11.3887
3.4983 10.7647
3.5457 10.8647
3.5753 10.9010
3.5773 10.8736
3.5782 10.8378
3.5953 10.8323
3.6177 10.8024
3.6556 10.7544
3.6943 10.6827
3.7364 10.6181
3.7773 10.5027
3.7958 10.5260
3.8175 10.5487
3.8200 10.5663
3.7953 10.5276
3.7813 10.4835
3.7850 10.4458
3.7905 10.4113
3.7851 10.3312
3.7538 10.1869
3.6767 9.9222
3.7515 9.1449
3.7439 9.3743
3.7289 9.4429
3.7288 9.5143
3.7359 9.5195
3.7361 9.5223
3.7332 9.4747
3.7345 9.4585
3.7541 9.3939
3.8158 9.3412
3.8595 9.2616
3.9146 9.3101
3.9165 9.2913
3.8719 9.2237
3.7904 9.1266
3.7355 9.2492
3.7282 9.2427
3.7718 9.2421
3.8294 9.1871
3.8921 9.1199
3.9575 9.0450
3.9894 9.0355
3.9774 9.0570
3.9430 8.9572
3.8989 8.8990
3.8817 8.9202
3.9138 8.8739
3.9686 8.8576
4.0131 8.7728
3.9896 8.6195
3.9455 8.5753
3.8870 8.5334
3.8495 8.5406
3.8506 8.4923
3.8962 8.4948
3.9472 8.4795
3.9513 8.5123
3.9086 8.6124
3.7257 9.0645
3.9351 8.5447
4.0688 8.2952
4.1127 8.7015
3.9426 6.6894
3.9625 7.1398
3.9754 7.2002
3.9630 7.1613
3.9632 7.2388
3.9593 7.1118
3.9667 7.2516
3.9795 7.1558
4.0024 7.0907
4.0237 6.9986
4.0513 6.9758
4.0725 6.8674
4.0774 6.7524
4.0724 6.8156
4.0622 6.8442
4.0132 6.7572
3.9791 6.8152
3.9333 6.7077
3.8815 6.6760
3.8548 6.7573
3.8620 6.7092
3.8709 6.5571
3.8795 6.5593
3.8865 6.4734
3.8890 6.2783
3.8862 6.2512
3.8496 6.1337
3.8111 6.2022
3.7937 6.0308
3.8264 6.1154
3.8830 6.1427
3.9357 6.0942
3.9820 6.0654
4.0262 5.8585
4.0559 5.9235
4.0538 5.8726
3.9988 5.8120
3.9275 5.7976
3.8849 5.7522
3.8746 5.7955
3.9055 5.5602
3.9667 5.5046
3.9932 5.5378
4.0057 5.7023
3.9933 5.7609
3.9644 5.5026
3.7947 6.0919
3.8199 5.9833
3.8704 5.8931
3.9302 5.9211
3.9831 5.8579
4.0586 5.7411
4.0746 5.6136
4.0643 5.6384
4.0356 5.5137
4.0061 5.4802
3.9869 5.4226
3.9779 5.2885
4.0232 5.2097
4.0799 5.1470
4.2646 4.8075
4.1653 4.5076
4.0544 4.3765
3.9933 4.4052
3.9368 4.5388
3.9140 4.5103
3.9157 4.4186
3.9709 4.4925
4.0169 4.5271
4.1213 4.1942
4.0830 4.1320
4.0656 4.1047
4.0705 4.1837
4.0309 3.9865
4.0497 4.2122
3.9910 3.9226
3.9965 3.9167
4.0132 3.7371
4.0741 3.9204
4.0369 3.7712
3.9244 3.5303
3.8417 3.4577
3.8069 3.4936
3.8462 3.4200
3.8684 3.4353
3.8931 3.3598
3.9399 3.4162
3.9764 3.3409
4.0293 3.3167
4.0874 3.3064
4.1374 3.1478
4.1282 3.1225
3.9091 2.8969
4.2963 1.8657
4.2747 1.5174
4.2116 2.1513
4.2048 2.3457
4.1923 2.2113
4.1753 2.1762
4.1692 2.2152
4.1684 2.0701
4.1381 1.8589
3.9849 1.8443
3.9178 1.9630
3.9852 2.0911
4.0388 1.5020
4.0724 1.6828
4.0975 1.3625
4.5107 2.3418
